"time","n.risk","n.event","n.censor","surv","std.err","cumhaz","std.chaz","type","logse","conf.int","conf.type","lower","upper","Method","Cancer","Gender","Age","Stratification","GenderAge","Database","CalenderYearGp"
1,463,196,67,0.716256007349415,0.017223296818828,0.333259882587155,0.0240139660619038,"right",TRUE,0.95,"log",0.683282096997767,0.750821176668123,"Kaplan-Meier","HeadNeckSubtypeCancerHypopharynx","Both","All","None",NA,"CPRDGold","2000-2019"
5,177,168,118,0.418783282099254,0.0206716448332067,0.868890405395366,0.0492677829274186,"right",TRUE,0.95,"log",0.38016576746833,0.461323591899771,"Kaplan-Meier","HeadNeckSubtypeCancerHypopharynx","Both","All","None",NA,"CPRDGold","2000-2019"
10,50,55,72,0.247093184680636,0.0224167981172773,1.39355050854196,0.0902711431973977,"right",TRUE,0.95,"log",0.206841665114529,0.295177675551067,"Kaplan-Meier","HeadNeckSubtypeCancerHypopharynx","Both","All","None",NA,"CPRDGold","2000-2019"
1,1855,409,189,0.827056726942129,0.00779148281556493,0.18976279918738,0.00941498001266041,"right",TRUE,0.95,"log",0.811925821921968,0.842469608813558,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Both","All","None",NA,"CPRDGold","2000-2019"
5,819,516,520,0.559090006951649,0.0112049714005249,0.581113207097929,0.0200300746503001,"right",TRUE,0.95,"log",0.537554400334482,0.581488377136709,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Both","All","None",NA,"CPRDGold","2000-2019"
10,260,185,374,0.391512249686344,0.0133447282205418,0.936995407426737,0.0340496294410418,"right",TRUE,0.95,"log",0.366211584277081,0.418560876377104,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Both","All","None",NA,"CPRDGold","2000-2019"
1,147,58,16,0.727742948693631,0.0305801085193863,0.316511022815749,0.041852179965786,"right",TRUE,0.95,"log",0.670208772527559,0.790216155148168,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Both","All","None",NA,"CPRDGold","2000-2019"
5,69,41,37,0.502835348452294,0.0364070269782636,0.684293926787606,0.0720524819478306,"right",TRUE,0.95,"log",0.436310686172465,0.579503082702852,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Both","All","None",NA,"CPRDGold","2000-2019"
10,18,16,35,0.335650950927351,0.0445058070930622,1.08239005431348,0.130733559463254,"right",TRUE,0.95,"log",0.258834631824108,0.435264632342534,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Both","All","None",NA,"CPRDGold","2000-2019"
1,216,71,37,0.766320275078764,0.0243666178453735,0.265533261663785,0.0317221681610724,"right",TRUE,0.95,"log",0.720020292029741,0.81559751926066,"Kaplan-Meier","HeadNeckSubtypeCancerNasopharynx","Both","All","None",NA,"CPRDGold","2000-2019"
5,89,59,68,0.512170540698581,0.032138773407937,0.666989588124832,0.062530527652015,"right",TRUE,0.95,"log",0.452899225922063,0.579198743882636,"Kaplan-Meier","HeadNeckSubtypeCancerNasopharynx","Both","All","None",NA,"CPRDGold","2000-2019"
10,33,15,41,0.382699685742914,0.0387438233252302,0.955265769922486,0.10037016242275,"right",TRUE,0.95,"log",0.313822445536089,0.466693990665758,"Kaplan-Meier","HeadNeckSubtypeCancerNasopharynx","Both","All","None",NA,"CPRDGold","2000-2019"
1,1311,260,173,0.843392396371635,0.00893939347026151,0.170225674369051,0.010593262133289,"right",TRUE,0.95,"log",0.826052245522757,0.861096544574302,"Kaplan-Meier","HeadNeckSubtypeCancerOralCavityIncidence","Both","All","None",NA,"CPRDGold","2000-2019"
5,588,294,429,0.615958767010249,0.0133276923085465,0.484255161842104,0.021622353524475,"right",TRUE,0.95,"log",0.590383113725663,0.642642368719724,"Kaplan-Meier","HeadNeckSubtypeCancerOralCavityIncidence","Both","All","None",NA,"CPRDGold","2000-2019"
10,190,107,291,0.457397758014165,0.0171018193267169,0.781412522690061,0.0373371677005801,"right",TRUE,0.95,"log",0.425077514184084,0.492175431669113,"Kaplan-Meier","HeadNeckSubtypeCancerOralCavityIncidence","Both","All","None",NA,"CPRDGold","2000-2019"
1,1443,334,225,0.822942443642713,0.00881631607970784,0.194753623648843,0.0107068776222981,"right",TRUE,0.95,"log",0.805842932641168,0.840404796166655,"Kaplan-Meier","HeadNeckSubtypeCancerOropharynx","Both","All","None",NA,"CPRDGold","2000-2019"
