"records","n.max","n.start","events","rmean","se(rmean)","median","0.95LCL","0.95UCL","Method","Cancer","Gender","Age","Stratification","GenderAge","Database","CalenderYearGp"
74992,74992,74992,17589,13.722096634461,0.0431878423938278,18.8993839835729,18.113620807666,NA,"Kaplan-Meier","IncidentBreastCancer","Both","All","None",NA,"CPRDGold","2000-2019"
47453,47453,47453,23134,8.37057405748778,0.053591358662505,5.16084873374401,5.00479123887748,5.31416837782341,"Kaplan-Meier","IncidentColorectalCancer","Both","All","None",NA,"CPRDGold","2000-2019"
13457,13457,13457,10576,2.75683154954865,0.0579867338742111,0.802190280629706,0.780287474332649,0.826830937713895,"Kaplan-Meier","IncidentEsophagealCancer","Both","All","None",NA,"CPRDGold","2000-2019"
10882,10882,10882,4859,8.87861059801602,0.109674197914378,6.76249144421629,6.40930869267625,7.20054757015743,"Kaplan-Meier","IncidentHeadNeckCancer","Both","All","None",NA,"CPRDGold","2000-2019"
3348,3348,3348,2612,2.35922741454924,0.103603379787662,0.632443531827515,0.596851471594798,0.687200547570157,"Kaplan-Meier","IncidentLiverCancer","Both","All","None",NA,"CPRDGold","2000-2019"
39385,39385,39385,31979,2.07537371738354,0.0296135825005331,0.596851471594798,0.583162217659138,0.607802874743327,"Kaplan-Meier","IncidentLungCancer","Both","All","None",NA,"CPRDGold","2000-2019"
8875,8875,8875,7668,1.28649995989024,0.0411836418389481,0.353182751540041,0.342231348391513,0.369609856262834,"Kaplan-Meier","IncidentPancreaticCancer","Both","All","None",NA,"CPRDGold","2000-2019"
57616,57616,57616,18406,10.8990259058333,0.0558692704989375,10.715947980835,10.5297741273101,10.8747433264887,"Kaplan-Meier","IncidentProstateCancer","Both","All","None",NA,"CPRDGold","2000-2019"
6664,6664,6664,5299,2.92810726277378,0.0841553413134941,0.728268309377139,0.695414099931554,0.763860369609856,"Kaplan-Meier","IncidentStomachCancer","Both","All","None",NA,"CPRDGold","2000-2019"
452,452,452,151,11.2780867558779,0.519507470395996,10.2943189596167,8.56673511293634,11.8220396988364,"Kaplan-Meier","IncidentBreastCancer","Male","All","Gender",NA,"CPRDGold","2000-2019"
74540,74540,74540,17438,13.7367424207347,0.0433212124923983,18.8993839835729,18.113620807666,NA,"Kaplan-Meier","IncidentBreastCancer","Female","All","Gender",NA,"CPRDGold","2000-2019"
26315,26315,26315,13084,8.17007994227708,0.0697356609125209,4.90896646132786,4.71731690622861,5.08966461327858,"Kaplan-Meier","IncidentColorectalCancer","Male","All","Gender",NA,"CPRDGold","2000-2019"
21138,21138,21138,10050,8.61640114229361,0.0843849214824774,5.58247775496235,5.28952772073922,5.88090349075975,"Kaplan-Meier","IncidentColorectalCancer","Female","All","Gender",NA,"CPRDGold","2000-2019"
9158,9158,9158,7247,2.68039803982164,0.067368701340241,0.835044490075291,0.80766598220397,0.865160848733744,"Kaplan-Meier","IncidentEsophagealCancer","Male","All","Gender",NA,"CPRDGold","2000-2019"
4299,4299,4299,3329,2.94818069926675,0.108694333833552,0.728268309377139,0.695414099931554,0.772073921971253,"Kaplan-Meier","IncidentEsophagealCancer","Female","All","Gender",NA,"CPRDGold","2000-2019"
7518,7518,7518,3426,8.60402288258795,0.13250744855431,6.46954140999316,6.09993155373032,6.95414099931554,"Kaplan-Meier","IncidentHeadNeckCancer","Male","All","Gender",NA,"CPRDGold","2000-2019"
3364,3364,3364,1433,9.43702714684493,0.196705512440951,7.60027378507871,6.75701574264203,8.44900752908966,"Kaplan-Meier","IncidentHeadNeckCancer","Female","All","Gender",NA,"CPRDGold","2000-2019"
2359,2359,2359,1843,2.34682732767546,0.1256019476477,0.673511293634497,0.613278576317591,0.741957563312799,"Kaplan-Meier","IncidentLiverCancer","Male","All","Gender",NA,"CPRDGold","2000-2019"
989,989,989,769,2.35622513533227,0.186238502856232,0.577686516084873,0.511978097193703,0.648870636550308,"Kaplan-Meier","IncidentLiverCancer","Female","All","Gender",NA,"CPRDGold","2000-2019"
21431,21431,21431,17861,1.79354279905884,0.0378586439337636,0.544832306639288,0.531143052703628,0.558521560574949,"Kaplan-Meier","IncidentLungCancer","Male","All","Gender",NA,"CPRDGold","2000-2019"
17954,17954,17954,14118,2.40338380662946,0.0483593461333108,0.673511293634497,0.654346338124572,0.692676249144422,"Kaplan-Meier","IncidentLungCancer","Female","All","Gender",NA,"CPRDGold","2000-2019"
4399,4399,4399,3826,1.29420373191544,0.0582445555400133,0.364134154688569,0.342231348391513,0.383299110198494,"Kaplan-Meier","IncidentPancreaticCancer","Male","All","Gender",NA,"CPRDGold","2000-2019"
4476,4476,4476,3842,1.28051227325112,0.0581303286870701,0.344969199178645,0.32580424366872,0.369609856262834,"Kaplan-Meier","IncidentPancreaticCancer","Female","All","Gender",NA,"CPRDGold","2000-2019"
4190,4190,4190,3370,2.83498540668711,0.101073494887792,0.752908966461328,0.711841204654346,0.796714579055442,"Kaplan-Meier","IncidentStomachCancer","Male","All","Gender",NA,"CPRDGold","2000-2019"
2474,2474,2474,1929,3.07813471764829,0.148004013047615,0.68993839835729,0.621492128678987,0.739219712525667,"Kaplan-Meier","IncidentStomachCancer","Female","All","Gender",NA,"CPRDGold","2000-2019"
257,257,257,39,15.6547639973334,0.631949982128222,NA,NA,NA,"Kaplan-Meier","IncidentBreastCancer","Both",NA,"Age",NA,"CPRDGold","2000-2019"
2529,2529,2529,466,15.0368613089206,0.208544630560898,NA,NA,NA,"Kaplan-Meier","IncidentBreastCancer","Both",NA,"Age",NA,"CPRDGold","2000-2019"
10136,10136,10136,1410,16.243698692146,0.0987876528687643,NA,NA,NA,"Kaplan-Meier","IncidentBreastCancer","Both",NA,"Age",NA,"CPRDGold","2000-2019"
18288,18288,18288,2348,16.4760692170324,0.0724314062706911,NA,NA,NA,"Kaplan-Meier","IncidentBreastCancer","Both",NA,"Age",NA,"CPRDGold","2000-2019"
19438,19438,19438,3333,15.0198973727922,0.0869036269570579,NA,18.4175222450376,NA,"Kaplan-Meier","IncidentBreastCancer","Both",NA,"Age",NA,"CPRDGold","2000-2019"
13379,13379,13379,4239,11.102233137835,0.114018507234088,11.1567419575633,10.7241615331964,11.4962354551677,"Kaplan-Meier","IncidentBreastCancer","Both",NA,"Age",NA,"CPRDGold","2000-2019"
8762,8762,8762,4365,6.28464613028059,0.102263415787306,4.94182067077344,4.71457905544148,5.1006160164271,"Kaplan-Meier","IncidentBreastCancer","Both",NA,"Age",NA,"CPRDGold","2000-2019"
2203,2203,2203,1389,3.21870771266598,0.118677745701777,2.20396988364134,2.05065023956194,2.40109514031485,"Kaplan-Meier","IncidentBreastCancer","Both",NA,"Age",NA,"CPRDGold","2000-2019"
115,115,115,27,14.4883598011957,0.911524844590418,NA,NA,NA,"Kaplan-Meier","IncidentColorectalCancer","Both",NA,"Age",NA,"CPRDGold","2000-2019"
441,441,441,131,12.9151463282675,0.507354794388806,NA,NA,NA,"Kaplan-Meier","IncidentColorectalCancer","Both",NA,"Age",NA,"CPRDGold","2000-2019"
