"time","n.risk","n.event","n.censor","surv","std.err","cumhaz","std.chaz","type","logse","conf.int","conf.type","lower","upper","Method","Cancer","Gender","Age","Stratification","GenderAge","Database","CalenderYearGp"
1,64042,4036,6914,0.94392655523112,0.000858404251460726,0.0576951664605218,0.000909219974643069,"right",TRUE,0.95,"log",0.942245612303614,0.945610496919341,"Kaplan-Meier","IncidentBreastCancer","Both","All","None",NA,"CPRDGold","2000-2019"
5,33500,8611,21931,0.789347510863594,0.00170602675118647,0.236523862385104,0.00216110974631292,"right",TRUE,0.95,"log",0.786010832108171,0.792698354086811,"Kaplan-Meier","IncidentBreastCancer","Both","All","None",NA,"CPRDGold","2000-2019"
10,12465,3732,17303,0.666532433176261,0.00240168984058383,0.405629682794078,0.00360297063790549,"right",TRUE,0.95,"log",0.661841790352819,0.671256319790618,"Kaplan-Meier","IncidentBreastCancer","Both","All","None",NA,"CPRDGold","2000-2019"
1,32970,10349,4134,0.773016963341321,0.00196728796074949,0.257305046720166,0.00254357840916562,"right",TRUE,0.95,"log",0.769170750233351,0.776882409311782,"Kaplan-Meier","IncidentColorectalCancer","Both","All","None",NA,"CPRDGold","2000-2019"
5,13493,9678,9799,0.505391745108492,0.00259638559359217,0.682195252806906,0.0051360303622678,"right",TRUE,0.95,"log",0.500328456922443,0.510506273408711,"Kaplan-Meier","IncidentColorectalCancer","Both","All","None",NA,"CPRDGold","2000-2019"
10,4338,2438,6717,0.378918751409785,0.00303545989596658,0.970165542717331,0.00800927491420476,"right",TRUE,0.95,"log",0.373015821466708,0.384915094500262,"Kaplan-Meier","IncidentColorectalCancer","Both","All","None",NA,"CPRDGold","2000-2019"
1,5103,7250,1104,0.432467817151851,0.0044258876309484,0.837190652425197,0.0102215031834454,"right",TRUE,0.95,"log",0.423879656796821,0.441229980899356,"Kaplan-Meier","IncidentEsophagealCancer","Both","All","None",NA,"CPRDGold","2000-2019"
5,968,3053,1082,0.138500695278366,0.00347480940791474,1.97494518445308,0.0250686978615119,"right",TRUE,0.95,"log",0.131854929330204,0.145481421817399,"Kaplan-Meier","IncidentEsophagealCancer","Both","All","None",NA,"CPRDGold","2000-2019"
10,279,226,463,0.0937832327170742,0.00350851390341765,2.36440803270007,0.0373723351297808,"right",TRUE,0.95,"log",0.0871527297217371,0.100918178546406,"Kaplan-Meier","IncidentEsophagealCancer","Both","All","None",NA,"CPRDGold","2000-2019"
1,7850,2001,1031,0.8067022040671,0.00389136674549004,0.214718250123094,0.00482198087383808,"right",TRUE,0.95,"log",0.799111206355293,0.814365310949448,"Kaplan-Meier","IncidentHeadNeckCancer","Both","All","None",NA,"CPRDGold","2000-2019"
