"result_id","current_n","reason","excluded","step","analysis_id","outcome_cohort_id","outcome_cohort_name","analysis_repeated_events","analysis_interval","analysis_complete_database_intervals","denominator_cohort_id","analysis_outcome_washout","analysis_min_cell_count","denominator_age_group","denominator_sex","denominator_days_prior_history","denominator_start_date","denominator_end_date","denominator_strata_cohort_definition_id","denominator_strata_cohort_name","database_name"
1,15662217,"Starting population",NA,"Generating denominator cohort set","1",1,"HeadNeckSubtypeCancerHypopharynx",FALSE,"overall",TRUE,5,NA,5,"18;29","Female",365,2000-01-01,2019-12-31,NA,NA,"CPRDGold"
1,15662217,"Missing year of birth",0,"Generating denominator cohort set","1",1,"HeadNeckSubtypeCancerHypopharynx",FALSE,"overall",TRUE,5,NA,5,"18;29","Female",365,2000-01-01,2019-12-31,NA,NA,"CPRDGold"
1,15662217,"Missing sex",0,"Generating denominator cohort set","1",1,"HeadNeckSubtypeCancerHypopharynx",FALSE,"overall",TRUE,5,NA,5,"18;29","Female",365,2000-01-01,2019-12-31,NA,NA,"CPRDGold"
1,13784188,"Cannot satisfy age criteria during the study period based on year of birth",1878029,"Generating denominator cohort set","1",1,"HeadNeckSubtypeCancerHypopharynx",FALSE,"overall",TRUE,5,NA,5,"18;29","Female",365,2000-01-01,2019-12-31,NA,NA,"CPRDGold"
1,12561204,"No observation time available during study period",1222984,"Generating denominator cohort set","1",1,"HeadNeckSubtypeCancerHypopharynx",FALSE,"overall",TRUE,5,NA,5,"18;29","Female",365,2000-01-01,2019-12-31,NA,NA,"CPRDGold"
1,12561204,"Doesn't satisfy age criteria during the study period",0,"Generating denominator cohort set","1",1,"HeadNeckSubtypeCancerHypopharynx",FALSE,"overall",TRUE,5,NA,5,"18;29","Female",365,2000-01-01,2019-12-31,NA,NA,"CPRDGold"
1,11059955,"Prior history requirement not fulfilled during study period",1501249,"Generating denominator cohort set","1",1,"HeadNeckSubtypeCancerHypopharynx",FALSE,"overall",TRUE,5,NA,5,"18;29","Female",365,2000-01-01,2019-12-31,NA,NA,"CPRDGold"
1,5663407,"Not Female",5396548,"Generating denominator cohort set","1",1,"HeadNeckSubtypeCancerHypopharynx",FALSE,"overall",TRUE,5,NA,5,"18;29","Female",365,2000-01-01,2019-12-31,NA,NA,"CPRDGold"
1,1830306,"No observation time available after applying age and prior history criteria",3833101,"Generating denominator cohort set","1",1,"HeadNeckSubtypeCancerHypopharynx",FALSE,"overall",TRUE,5,NA,5,"18;29","Female",365,2000-01-01,2019-12-31,NA,NA,"CPRDGold"
1,1830306,"Starting analysis population",NA,"Estimating incidence","1",1,"HeadNeckSubtypeCancerHypopharynx",FALSE,"overall",TRUE,5,NA,5,"18;29","Female",365,2000-01-01,2019-12-31,NA,NA,"CPRDGold"
