"time","n.risk","n.event","n.censor","surv","std.err","cumhaz","std.chaz","type","logse","conf.int","conf.type","lower","upper","Method","Cancer","Gender","Age","Stratification","GenderAge","Database","CalenderYearGp"
1,22139,1651,7948,0.941717404501768,0.00139973823128027,0.0600352491469059,0.00148603390631354,"right",TRUE,0.95,"log",0.938977960229561,0.944464841032833,"Kaplan-Meier","IncidentBreastCancer","Both","All","None",NA,"CPRDAurum","2000-2004"
5,0,1857,20282,0.778498544160143,0.00519755874159744,0.25033773681909,0.00667388315140882,"right",TRUE,0.95,"log",0.768377877527668,0.788752514855737,"Kaplan-Meier","IncidentBreastCancer","Both","All","None",NA,"CPRDAurum","2000-2004"
10,0,0,0,0.778498544160143,0.00519755874159744,0.25033773681909,0.00667388315140882,"right",TRUE,0.95,"log",0.768377877527668,0.788752514855737,"Kaplan-Meier","IncidentBreastCancer","Both","All","None",NA,"CPRDAurum","2000-2004"
1,11191,3794,4410,0.783243105404054,0.00314622195757175,0.244051499328012,0.00401328353808861,"right",TRUE,0.95,"log",0.777100834490626,0.789433925347801,"Kaplan-Meier","IncidentColorectalCancer","Both","All","None",NA,"CPRDAurum","2000-2004"
5,0,2187,9004,0.518612918965606,0.00768062365651897,0.656176193319479,0.0147952232014589,"right",TRUE,0.95,"log",0.503775556598806,0.533887276178861,"Kaplan-Meier","IncidentColorectalCancer","Both","All","None",NA,"CPRDAurum","2000-2004"
10,0,0,0,0.518612918965606,0.00768062365651897,0.656176193319479,0.0147952232014589,"right",TRUE,0.95,"log",0.503775556598806,0.533887276178861,"Kaplan-Meier","IncidentColorectalCancer","Both","All","None",NA,"CPRDAurum","2000-2004"
1,1573,2708,924,0.415164504286602,0.00743020446909565,0.877632904192657,0.0178700980231453,"right",TRUE,0.95,"log",0.400854026336937,0.429985865913846,"Kaplan-Meier","IncidentEsophagealCancer","Both","All","None",NA,"CPRDAurum","2000-2004"
5,0,692,881,0.14601627897377,0.0128349312661648,1.91831482416434,0.0859625338617587,"right",TRUE,0.95,"log",0.122907978630306,0.173469240670506,"Kaplan-Meier","IncidentEsophagealCancer","Both","All","None",NA,"CPRDAurum","2000-2004"
10,0,0,0,0.14601627897377,0.0128349312661648,1.91831482416434,0.0859625338617587,"right",TRUE,0.95,"log",0.122907978630306,0.173469240670506,"Kaplan-Meier","IncidentEsophagealCancer","Both","All","None",NA,"CPRDAurum","2000-2004"
1,2249,658,905,0.80474896252259,0.00689644772788926,0.217060577466397,0.00856378505029779,"right",TRUE,0.95,"log",0.791345056356196,0.818379905806451,"Kaplan-Meier","IncidentHeadNeckCancer","Both","All","None",NA,"CPRDAurum","2000-2004"
5,0,382,1867,0.562779956056761,0.0158017657794177,0.574286774358637,0.0280135034804892,"right",TRUE,0.95,"log",0.532645838968152,0.594618892645075,"Kaplan-Meier","IncidentHeadNeckCancer","Both","All","None",NA,"CPRDAurum","2000-2004"
10,0,0,0,0.562779956056761,0.0158017657794177,0.574286774358637,0.0280135034804892,"right",TRUE,0.95,"log",0.532645838968152,0.594618892645075,"Kaplan-Meier","IncidentHeadNeckCancer","Both","All","None",NA,"CPRDAurum","2000-2004"
1,173,403,145,0.381661921430216,0.0199014153785096,0.956696020287885,0.0518832379259837,"right",TRUE,0.95,"log",0.344582881584838,0.422730872757941,"Kaplan-Meier","IncidentLiverCancer","Both","All","None",NA,"CPRDAurum","2000-2004"
5,0,73,100,0.173602661043977,0.021446991184323,1.73811572952938,0.122067029753849,"right",TRUE,0.95,"log",0.136269404654352,0.221163980263911,"Kaplan-Meier","IncidentLiverCancer","Both","All","None",NA,"CPRDAurum","2000-2004"
10,0,0,0,0.173602661043977,0.021446991184323,1.73811572952938,0.122067029753849,"right",TRUE,0.95,"log",0.136269404654352,0.221163980263911,"Kaplan-Meier","IncidentLiverCancer","Both","All","None",NA,"CPRDAurum","2000-2004"
