"records","n.max","n.start","events","rmean","se(rmean)","median","0.95LCL","0.95UCL","Method","Cancer","Gender","Age","Stratification","GenderAge","Database","CalenderYearGp"
176,176,176,74,2.69074888022019,0.184367734926809,2.00136892539357,1.60711841204654,NA,"Kaplan-Meier","HeadNeckSubtypeCancerHypopharynx","Both","All","None",NA,"CPRDAurum","2000-2004"
1251,1251,1251,327,3.61501200686743,0.0631927632519423,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Both","All","None",NA,"CPRDAurum","2000-2004"
79,79,79,31,2.83136408928082,0.264248453468813,2.40109514031485,1.65092402464066,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Both","All","None",NA,"CPRDAurum","2000-2004"
136,136,136,40,3.37771150143523,0.198459965962925,NA,3.4031485284052,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasopharynx","Both","All","None",NA,"CPRDAurum","2000-2004"
540,540,540,119,3.8646015154075,0.0890178828753936,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerOralCavityIncidence","Both","All","None",NA,"CPRDAurum","2000-2004"
561,561,561,178,3.2137150580361,0.104077129890096,4.435318275154,3.67693360711841,NA,"Kaplan-Meier","HeadNeckSubtypeCancerOropharynx","Both","All","None",NA,"CPRDAurum","2000-2004"
256,256,256,73,3.51650797434294,0.140123536563991,NA,4.55030800821355,NA,"Kaplan-Meier","HeadNeckSubtypeCancerSalivaryGland","Both","All","None",NA,"CPRDAurum","2000-2004"
626,626,626,187,3.3936204210037,0.094152121540059,NA,4.42162902121834,NA,"Kaplan-Meier","HeadNeckSubtypeCancerTongueIncidence","Both","All","None",NA,"CPRDAurum","2000-2004"
133,133,133,54,2.80407078100627,0.209516116341739,3.24709103353867,1.81519507186858,NA,"Kaplan-Meier","HeadNeckSubtypeCancerHypopharynx","Male","All","Gender",NA,"CPRDAurum","2000-2004"
43,43,43,20,2.33759581723155,0.37840581363208,1.45106091718001,0.980150581793292,NA,"Kaplan-Meier","HeadNeckSubtypeCancerHypopharynx","Female","All","Gender",NA,"CPRDAurum","2000-2004"
1011,1011,1011,261,3.63373140934002,0.0698492382909252,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Male","All","Gender",NA,"CPRDAurum","2000-2004"
240,240,240,66,3.53954367836502,0.14795774127611,NA,4.39425051334702,NA,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Female","All","Gender",NA,"CPRDAurum","2000-2004"
51,51,51,21,2.85229904371811,0.316033774414344,2.40109514031485,1.28678986995209,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Male","All","Gender",NA,"CPRDAurum","2000-2004"
28,28,28,10,2.82605058052402,0.477744185378194,NA,0.955509924709103,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Female","All","Gender",NA,"CPRDAurum","2000-2004"
83,83,83,29,3.08158128722492,0.268574666064496,3.4031485284052,2.36550308008214,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasopharynx","Male","All","Gender",NA,"CPRDAurum","2000-2004"
53,53,53,11,3.8279098318884,0.28664946434285,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasopharynx","Female","All","Gender",NA,"CPRDAurum","2000-2004"
302,302,302,68,3.81115257630326,0.121769378777625,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerOralCavityIncidence","Male","All","Gender",NA,"CPRDAurum","2000-2004"
238,238,238,51,3.91591335814029,0.131507480535287,NA,4.82409308692676,NA,"Kaplan-Meier","HeadNeckSubtypeCancerOralCavityIncidence","Female","All","Gender",NA,"CPRDAurum","2000-2004"
392,392,392,128,3.12190765172677,0.125420787100654,3.87953456536619,3.24709103353867,NA,"Kaplan-Meier","HeadNeckSubtypeCancerOropharynx","Male","All","Gender",NA,"CPRDAurum","2000-2004"
169,169,169,50,3.37870775407727,0.185226385962792,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerOropharynx","Female","All","Gender",NA,"CPRDAurum","2000-2004"
133,133,133,41,3.41567236519244,0.198511746829896,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerSalivaryGland","Male","All","Gender",NA,"CPRDAurum","2000-2004"
123,123,123,32,3.60551930189983,0.19880987479921,4.55030800821355,3.58658453114305,NA,"Kaplan-Meier","HeadNeckSubtypeCancerSalivaryGland","Female","All","Gender",NA,"CPRDAurum","2000-2004"
403,403,403,118,3.41987851899436,0.117208856157544,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerTongueIncidence","Male","All","Gender",NA,"CPRDAurum","2000-2004"
223,223,223,69,3.35246388332031,0.156757669263623,4.42162902121834,3.55920602327173,NA,"Kaplan-Meier","HeadNeckSubtypeCancerTongueIncidence","Female","All","Gender",NA,"CPRDAurum","2000-2004"
6,6,6,1,4.19028062970568,0.723548621481842,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerHypopharynx","Both",NA,"Age",NA,"CPRDAurum","2000-2004"
5,5,5,1,4.182340862423,0.716031514437715,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerHypopharynx","Both",NA,"Age",NA,"CPRDAurum","2000-2004"
44,44,44,14,3.09721724631547,0.381377690163664,NA,1.11156741957563,NA,"Kaplan-Meier","HeadNeckSubtypeCancerHypopharynx","Both",NA,"Age",NA,"CPRDAurum","2000-2004"
55,55,55,28,2.27253962024862,0.277294520816237,1.71937029431896,1.28131416837782,NA,"Kaplan-Meier","HeadNeckSubtypeCancerHypopharynx","Both",NA,"Age",NA,"CPRDAurum","2000-2004"
47,47,47,18,2.92256804473352,0.358497828274811,1.9356605065024,1.81519507186858,NA,"Kaplan-Meier","HeadNeckSubtypeCancerHypopharynx","Both",NA,"Age",NA,"CPRDAurum","2000-2004"
18,18,18,12,1.78406831589583,0.462135015189162,0.648870636550308,0.462696783025325,NA,"Kaplan-Meier","HeadNeckSubtypeCancerHypopharynx","Both",NA,"Age",NA,"CPRDAurum","2000-2004"
1,1,1,0,4.98288843258042,0,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerHypopharynx","Both",NA,"Age",NA,"CPRDAurum","2000-2004"
1,1,1,0,4.99931553730322,0,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Both",NA,"Age",NA,"CPRDAurum","2000-2004"
10,10,10,0,4.99931553730322,0,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Both",NA,"Age",NA,"CPRDAurum","2000-2004"
66,66,66,10,4.19180348483819,0.231923258561268,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Both",NA,"Age",NA,"CPRDAurum","2000-2004"
261,261,261,55,3.90484576561404,0.127094114953905,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Both",NA,"Age",NA,"CPRDAurum","2000-2004"
371,371,371,84,3.78520047964133,0.112297191438393,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Both",NA,"Age",NA,"CPRDAurum","2000-2004"
380,380,380,114,3.40857861470718,0.117244757155155,NA,3.65776865160849,NA,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Both",NA,"Age",NA,"CPRDAurum","2000-2004"
149,149,149,57,3.00062564928157,0.200130508141991,NA,1.96030116358658,NA,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Both",NA,"Age",NA,"CPRDAurum","2000-2004"
13,13,13,7,1.80612225556784,0.418324273589145,1.51950718685832,0.610540725530459,NA,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Both",NA,"Age",NA,"CPRDAurum","2000-2004"
5,5,5,1,3.86803559206023,0.864919052323533,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Both",NA,"Age",NA,"CPRDAurum","2000-2004"
6,6,6,0,4.83504449007529,0,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Both",NA,"Age",NA,"CPRDAurum","2000-2004"
11,11,11,1,4.30435774583619,0.484448501314555,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Both",NA,"Age",NA,"CPRDAurum","2000-2004"
24,24,24,9,2.34048777063998,0.547086363478741,1.28678986995209,0.887063655030801,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Both",NA,"Age",NA,"CPRDAurum","2000-2004"
16,16,16,11,1.8062970568104,0.505705994908764,1.1211498973306,0.131416837782341,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Both",NA,"Age",NA,"CPRDAurum","2000-2004"
13,13,13,8,2.18009505894516,0.579137708339455,1.97672826830938,0.262833675564682,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Both",NA,"Age",NA,"CPRDAurum","2000-2004"
4,4,4,1,3.38398357289528,1.18478627759533,NA,0.48186173853525,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Both",NA,"Age",NA,"CPRDAurum","2000-2004"
3,3,3,0,4.91444216290212,0,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasopharynx","Both",NA,"Age",NA,"CPRDAurum","2000-2004"
