"time","n.risk","n.event","n.censor","surv","std.err","cumhaz","std.chaz","type","logse","conf.int","conf.type","lower","upper","Method","Cancer","Gender","Age","Stratification","GenderAge","Database","CalenderYearGp"
1,83,51,42,0.667075756797169,0.0388361972414573,0.402713879322325,0.0579067381780502,"right",TRUE,0.95,"log",0.595140383088846,0.747706050456478,"Kaplan-Meier","HeadNeckSubtypeCancerHypopharynx","Both","All","None",NA,"CPRDAurum","2000-2004"
5,0,23,60,0.325371382594817,0.0861867912094833,1.08927073204541,0.243411189500416,"right",TRUE,0.95,"log",0.19360062662393,0.546829514231423,"Kaplan-Meier","HeadNeckSubtypeCancerHypopharynx","Both","All","None",NA,"CPRDAurum","2000-2004"
10,0,0,0,0.325371382594817,0.0861867912094833,1.08927073204541,0.243411189500416,"right",TRUE,0.95,"log",0.19360062662393,0.546829514231423,"Kaplan-Meier","HeadNeckSubtypeCancerHypopharynx","Both","All","None",NA,"CPRDAurum","2000-2004"
1,758,201,292,0.818466240012733,0.0116983600245712,0.199992035070165,0.014271869349974,"right",TRUE,0.95,"log",0.795856053154626,0.841718779904072,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Both","All","None",NA,"CPRDAurum","2000-2004"
5,0,126,632,0.597006599596052,0.0229227970580293,0.51482637908797,0.03826961880289,"right",TRUE,0.95,"log",0.553727649541619,0.643668200885916,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Both","All","None",NA,"CPRDAurum","2000-2004"
10,0,0,0,0.597006599596052,0.0229227970580293,0.51482637908797,0.03826961880289,"right",TRUE,0.95,"log",0.553727649541619,0.643668200885916,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Both","All","None",NA,"CPRDAurum","2000-2004"
1,39,21,19,0.700704161209562,0.055731861094529,0.350005015702004,0.0783815595624104,"right",TRUE,0.95,"log",0.599560116161794,0.818910912019206,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Both","All","None",NA,"CPRDAurum","2000-2004"
5,0,10,29,0.488287967978504,0.0695781301915129,0.704292394463067,0.139848323307855,"right",TRUE,0.95,"log",0.369304727804264,0.645605435625359,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Both","All","None",NA,"CPRDAurum","2000-2004"
10,0,0,0,0.488287967978504,0.0695781301915129,0.704292394463067,0.139848323307855,"right",TRUE,0.95,"log",0.369304727804264,0.645605435625359,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Both","All","None",NA,"CPRDAurum","2000-2004"
1,78,29,29,0.759646117229177,0.0392871044931989,0.273398934169112,0.051429206586607,"right",TRUE,0.95,"log",0.686418827854213,0.840685307577148,"Kaplan-Meier","HeadNeckSubtypeCancerNasopharynx","Both","All","None",NA,"CPRDAurum","2000-2004"
5,0,11,67,0.592194798141347,0.0618103337476087,0.518372859209646,0.102355756445029,"right",TRUE,0.95,"log",0.482636790964118,0.726622349376061,"Kaplan-Meier","HeadNeckSubtypeCancerNasopharynx","Both","All","None",NA,"CPRDAurum","2000-2004"
10,0,0,0,0.592194798141347,0.0618103337476087,0.518372859209646,0.102355756445029,"right",TRUE,0.95,"log",0.482636790964118,0.726622349376061,"Kaplan-Meier","HeadNeckSubtypeCancerNasopharynx","Both","All","None",NA,"CPRDAurum","2000-2004"
1,357,70,113,0.85881410903624,0.0157133111695707,0.151977647220037,0.0182698820338804,"right",TRUE,0.95,"log",0.828562250676235,0.890170501103263,"Kaplan-Meier","HeadNeckSubtypeCancerOralCavityIncidence","Both","All","None",NA,"CPRDAurum","2000-2004"
5,0,49,308,0.609020263908698,0.0475705897039576,0.492300384780286,0.0766765612598399,"right",TRUE,0.95,"log",0.522569871385382,0.709772419271158,"Kaplan-Meier","HeadNeckSubtypeCancerOralCavityIncidence","Both","All","None",NA,"CPRDAurum","2000-2004"
10,0,0,0,0.609020263908698,0.0475705897039576,0.492300384780286,0.0766765612598399,"right",TRUE,0.95,"log",0.522569871385382,0.709772419271158,"Kaplan-Meier","HeadNeckSubtypeCancerOralCavityIncidence","Both","All","None",NA,"CPRDAurum","2000-2004"
1,297,119,145,0.758815528346804,0.019524448608347,0.275473431561626,0.0256829032131862,"right",TRUE,0.95,"log",0.721497206091731,0.798064082852502,"Kaplan-Meier","HeadNeckSubtypeCancerOropharynx","Both","All","None",NA,"CPRDAurum","2000-2004"
5,0,59,238,0.452681914036424,0.0477996542934519,0.786715885546234,0.10376147231534,"right",TRUE,0.95,"log",0.368055190505916,0.556766812645687,"Kaplan-Meier","HeadNeckSubtypeCancerOropharynx","Both","All","None",NA,"CPRDAurum","2000-2004"
10,0,0,0,0.452681914036424,0.0477996542934519,0.786715885546234,0.10376147231534,"right",TRUE,0.95,"log",0.368055190505916,0.556766812645687,"Kaplan-Meier","HeadNeckSubtypeCancerOropharynx","Both","All","None",NA,"CPRDAurum","2000-2004"
1,162,42,52,0.816651332531783,0.0257042495440118,0.201973605047049,0.0313852016736316,"right",TRUE,0.95,"log",0.76779441963166,0.868617147863464,"Kaplan-Meier","HeadNeckSubtypeCancerSalivaryGland","Both","All","None",NA,"CPRDAurum","2000-2004"
5,0,31,131,0.536047940890305,0.0729751087637411,0.614407229466226,0.130110504583289,"right",TRUE,0.95,"log",0.410511149409543,0.699974642213837,"Kaplan-Meier","HeadNeckSubtypeCancerSalivaryGland","Both","All","None",NA,"CPRDAurum","2000-2004"
10,0,0,0,0.536047940890305,0.0729751087637411,0.614407229466226,0.130110504583289,"right",TRUE,0.95,"log",0.410511149409543,0.699974642213837,"Kaplan-Meier","HeadNeckSubtypeCancerSalivaryGland","Both","All","None",NA,"CPRDAurum","2000-2004"
1,364,120,142,0.783176993518191,0.0177047690583716,0.244001436681688,0.0225703171298063,"right",TRUE,0.95,"log",0.74923380755089,0.818657936941175,"Kaplan-Meier","HeadNeckSubtypeCancerTongueIncidence","Both","All","None",NA,"CPRDAurum","2000-2004"
5,0,67,297,0.54553641228085,0.0373550729253152,0.603501469550935,0.0676557591825744,"right",TRUE,0.95,"log",0.477022153914345,0.623891311298932,"Kaplan-Meier","HeadNeckSubtypeCancerTongueIncidence","Both","All","None",NA,"CPRDAurum","2000-2004"
10,0,0,0,0.54553641228085,0.0373550729253152,0.603501469550935,0.0676557591825744,"right",TRUE,0.95,"log",0.477022153914345,0.623891311298932,"Kaplan-Meier","HeadNeckSubtypeCancerTongueIncidence","Both","All","None",NA,"CPRDAurum","2000-2004"
1,65,37,31,0.681660215255045,0.0440485326607708,0.38065399224522,0.0641759639659199,"right",TRUE,0.95,"log",0.600570147918485,NA,"Kaplan-Meier","HeadNeckSubtypeCancerHypopharynx","Male","All","Gender",NA,"CPRDAurum","2000-2004"
5,0,17,48,0.34433820614358,0.0930575770196382,1.0311709775567,0.248829728102844,"right",TRUE,0.95,"log",0.20274378896512,NA,"Kaplan-Meier","HeadNeckSubtypeCancerHypopharynx","Male","All","Gender",NA,"CPRDAurum","2000-2004"
10,0,0,0,0.34433820614358,0.0930575770196382,1.0311709775567,0.248829728102844,"right",TRUE,0.95,"log",0.20274378896512,NA,"Kaplan-Meier","HeadNeckSubtypeCancerHypopharynx","Male","All","Gender",NA,"CPRDAurum","2000-2004"
1,18,14,11,0.620627026085015,0.0817423611361096,0.468463625325097,0.129178680309691,"right",TRUE,0.95,"log",0.479423712414817,NA,"Kaplan-Meier","HeadNeckSubtypeCancerHypopharynx","Female","All","Gender",NA,"CPRDAurum","2000-2004"
5,0,6,12,0.340094516858309,0.0982224851501936,1.03824384510532,0.274570569590132,"right",TRUE,0.95,"log",0.19309216130384,NA,"Kaplan-Meier","HeadNeckSubtypeCancerHypopharynx","Female","All","Gender",NA,"CPRDAurum","2000-2004"
10,0,0,0,0.340094516858309,0.0982224851501936,1.03824384510532,0.274570569590132,"right",TRUE,0.95,"log",0.19309216130384,NA,"Kaplan-Meier","HeadNeckSubtypeCancerHypopharynx","Female","All","Gender",NA,"CPRDAurum","2000-2004"
1,612,161,238,0.818993041517472,0.0130363995145013,0.199347590082447,0.0158934026631639,"right",TRUE,0.95,"log",0.793836622251565,NA,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Male","All","Gender",NA,"CPRDAurum","2000-2004"
5,0,100,512,0.599357269537605,0.0249112738781802,0.510797219665489,0.0414147836935639,"right",TRUE,0.95,"log",0.552467863880108,NA,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Male","All","Gender",NA,"CPRDAurum","2000-2004"
10,0,0,0,0.599357269537605,0.0249112738781802,0.510797219665489,0.0414147836935639,"right",TRUE,0.95,"log",0.552467863880108,NA,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Male","All","Gender",NA,"CPRDAurum","2000-2004"
1,146,40,54,0.815976985047751,0.0265411390191152,0.202515056454339,0.0323953471435013,"right",TRUE,0.95,"log",0.765580789872494,NA,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Female","All","Gender",NA,"CPRDAurum","2000-2004"
5,0,26,120,0.583281713521704,0.0625445328179799,0.533061882717678,0.1040062198959,"right",TRUE,0.95,"log",0.472721262066714,NA,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Female","All","Gender",NA,"CPRDAurum","2000-2004"
10,0,0,0,0.583281713521704,0.0625445328179799,0.533061882717678,0.1040062198959,"right",TRUE,0.95,"log",0.472721262066714,NA,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Female","All","Gender",NA,"CPRDAurum","2000-2004"
1,28,13,10,0.726934615106926,0.0651675540904258,0.312517167100726,0.0879436388931201,"right",TRUE,0.95,"log",0.609800295070213,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Male","All","Gender",NA,"CPRDAurum","2000-2004"
5,0,8,20,0.486670671051337,0.0836588186308286,0.703214155297714,0.167497272958605,"right",TRUE,0.95,"log",0.347466869392485,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Male","All","Gender",NA,"CPRDAurum","2000-2004"
10,0,0,0,0.486670671051337,0.0836588186308286,0.703214155297714,0.167497272958605,"right",TRUE,0.95,"log",0.347466869392485,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Male","All","Gender",NA,"CPRDAurum","2000-2004"
1,11,8,9,0.646714337909077,0.105145570776238,0.421605819585359,0.156941916302705,"right",TRUE,0.95,"log",0.47024102806626,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Female","All","Gender",NA,"CPRDAurum","2000-2004"
5,0,2,9,0.503933250318761,0.122751016915694,0.655372053351593,0.230875271885035,"right",TRUE,0.95,"log",0.31263122342645,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Female","All","Gender",NA,"CPRDAurum","2000-2004"
10,0,0,0,0.503933250318761,0.122751016915694,0.655372053351593,0.230875271885035,"right",TRUE,0.95,"log",0.31263122342645,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Female","All","Gender",NA,"CPRDAurum","2000-2004"
1,49,19,15,0.749134759348989,0.0502291932969506,0.286410250898975,0.0664780358650849,"right",TRUE,0.95,"log",0.656881781845171,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasopharynx","Male","All","Gender",NA,"CPRDAurum","2000-2004"
5,0,10,39,0.47515262048877,0.102737687059894,0.721629394189599,0.202017656848632,"right",TRUE,0.95,"log",0.311018337273194,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasopharynx","Male","All","Gender",NA,"CPRDAurum","2000-2004"
10,0,0,0,0.47515262048877,0.102737687059894,0.721629394189599,0.202017656848632,"right",TRUE,0.95,"log",0.311018337273194,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasopharynx","Male","All","Gender",NA,"CPRDAurum","2000-2004"
1,29,10,14,0.777514036276192,0.0628781997355713,0.247803020839946,0.0796048530721239,"right",TRUE,0.95,"log",0.663545745531044,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasopharynx","Female","All","Gender",NA,"CPRDAurum","2000-2004"
5,0,1,28,0.749745677837757,0.0664819463141674,0.283517306554231,0.087249314247827,"right",TRUE,0.95,"log",0.630137989050032,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasopharynx","Female","All","Gender",NA,"CPRDAurum","2000-2004"
10,0,0,0,0.749745677837757,0.0664819463141674,0.283517306554231,0.087249314247827,"right",TRUE,0.95,"log",0.630137989050032,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasopharynx","Female","All","Gender",NA,"CPRDAurum","2000-2004"
1,202,38,62,0.862074902703642,0.0208783703251683,0.148071223035012,0.0241631880954333,"right",TRUE,0.95,"log",0.822110075077928,NA,"Kaplan-Meier","HeadNeckSubtypeCancerOralCavityIncidence","Male","All","Gender",NA,"CPRDAurum","2000-2004"
5,0,30,172,0.604137487799538,0.0514538687061817,0.500307691979597,0.084116358505208,"right",TRUE,0.95,"log",0.511257490677928,NA,"Kaplan-Meier","HeadNeckSubtypeCancerOralCavityIncidence","Male","All","Gender",NA,"CPRDAurum","2000-2004"
10,0,0,0,0.604137487799538,0.0514538687061817,0.500307691979597,0.084116358505208,"right",TRUE,0.95,"log",0.511257490677928,NA,"Kaplan-Meier","HeadNeckSubtypeCancerOralCavityIncidence","Male","All","Gender",NA,"CPRDAurum","2000-2004"
1,155,32,51,0.855024275854984,0.0237978546637098,0.156199464493221,0.0277571929217013,"right",TRUE,0.95,"log",0.809630739288695,NA,"Kaplan-Meier","HeadNeckSubtypeCancerOralCavityIncidence","Female","All","Gender",NA,"CPRDAurum","2000-2004"
5,0,19,136,0.5968795496093,0.0917708813613502,0.50461042021387,0.14566347952499,"right",TRUE,0.95,"log",0.441584208493173,NA,"Kaplan-Meier","HeadNeckSubtypeCancerOralCavityIncidence","Female","All","Gender",NA,"CPRDAurum","2000-2004"
10,0,0,0,0.5968795496093,0.0917708813613502,0.50461042021387,0.14566347952499,"right",TRUE,0.95,"log",0.441584208493173,NA,"Kaplan-Meier","HeadNeckSubtypeCancerOralCavityIncidence","Female","All","Gender",NA,"CPRDAurum","2000-2004"
1,210,83,99,0.758875655509402,0.0233462090698176,0.275276081315925,0.0306933485889197,"right",TRUE,0.95,"log",0.714470133622756,NA,"Kaplan-Meier","HeadNeckSubtypeCancerOropharynx","Male","All","Gender",NA,"CPRDAurum","2000-2004"
5,0,45,165,0.368676172194689,0.066911947857379,0.981534529333274,0.174892857284735,"right",TRUE,0.95,"log",0.258320220145092,NA,"Kaplan-Meier","HeadNeckSubtypeCancerOropharynx","Male","All","Gender",NA,"CPRDAurum","2000-2004"
10,0,0,0,0.368676172194689,0.066911947857379,0.981534529333274,0.174892857284735,"right",TRUE,0.95,"log",0.258320220145092,NA,"Kaplan-Meier","HeadNeckSubtypeCancerOropharynx","Male","All","Gender",NA,"CPRDAurum","2000-2004"
1,87,36,46,0.757480316639582,0.0357862342158034,0.276430662549478,0.0470157684936038,"right",TRUE,0.95,"log",0.690489967277073,NA,"Kaplan-Meier","HeadNeckSubtypeCancerOropharynx","Female","All","Gender",NA,"CPRDAurum","2000-2004"
5,0,14,73,0.598859096017984,0.0482371933989565,0.509287839931962,0.0798963746537981,"right",TRUE,0.95,"log",0.51140109662838,NA,"Kaplan-Meier","HeadNeckSubtypeCancerOropharynx","Female","All","Gender",NA,"CPRDAurum","2000-2004"
