"records","n.max","n.start","events","rmean","se(rmean)","median","0.95LCL","0.95UCL","Method","Cancer","Gender","Age","Stratification","GenderAge","Database","CalenderYearGp"
14949,14949,14949,1870,4.27044608667306,0.0155673024832405,NA,NA,NA,"Kaplan-Meier","IncidentBreastCancer","Both","All","None",NA,"CPRDGold","2000-2004"
8501,8501,8501,2801,3.1353678227108,0.0274600452453897,4.53388090349076,4.11225188227242,4.78302532511978,"Kaplan-Meier","IncidentColorectalCancer","Both","All","None",NA,"CPRDGold","2000-2004"
2494,2494,2494,1593,1.40228577882544,0.0426168860664771,0.68993839835729,0.643394934976044,0.750171115674196,"Kaplan-Meier","IncidentEsophagealCancer","Both","All","None",NA,"CPRDGold","2000-2004"
1694,1694,1694,447,3.4459500035413,0.060478994796256,NA,4.90622861054073,NA,"Kaplan-Meier","IncidentHeadNeckCancer","Both","All","None",NA,"CPRDGold","2000-2004"
332,332,332,218,1.21458873949077,0.117389984194503,0.383299110198494,0.306639288158795,0.605065023956194,"Kaplan-Meier","IncidentLiverCancer","Both","All","None",NA,"CPRDGold","2000-2004"
6873,6873,6873,4938,1.05929857521831,0.022017222303295,0.446269678302533,0.424366872005476,0.470910335386721,"Kaplan-Meier","IncidentLungCancer","Both","All","None",NA,"CPRDGold","2000-2004"
1314,1314,1314,1018,0.762608428162499,0.0397018439466706,0.290212183436003,0.265571526351814,0.328542094455852,"Kaplan-Meier","IncidentPancreaticCancer","Both","All","None",NA,"CPRDGold","2000-2004"
10228,10228,10228,1834,3.88760176837877,0.0225849881944124,NA,NA,NA,"Kaplan-Meier","IncidentProstateCancer","Both","All","None",NA,"CPRDGold","2000-2004"
1311,1311,1311,842,1.41963214685213,0.0598211772285436,0.610540725530459,0.555783709787817,0.68993839835729,"Kaplan-Meier","IncidentStomachCancer","Both","All","None",NA,"CPRDGold","2000-2004"
87,87,87,7,4.44114576997012,0.204751371771665,NA,NA,NA,"Kaplan-Meier","IncidentBreastCancer","Male","All","Gender",NA,"CPRDGold","2000-2004"
