"time","n.risk","n.event","n.censor","surv","std.err","cumhaz","std.chaz","type","logse","conf.int","conf.type","lower","upper","Method","Cancer","Gender","Age","Stratification","GenderAge","Database","CalenderYearGp"
1,9715,1043,4191,0.921487862214088,0.00235314212582602,0.081717153088411,0.00255230485467548,"right",TRUE,0.95,"log",0.916887310947843,0.926111497093444,"Kaplan-Meier","IncidentBreastCancer","Both","All","None",NA,"CPRDGold","2000-2004"
5,0,827,8888,0.757879759848935,0.00831265331156013,0.277109154572258,0.0109581970226539,"right",TRUE,0.95,"log",0.741761134367843,0.774348646452324,"Kaplan-Meier","IncidentBreastCancer","Both","All","None",NA,"CPRDGold","2000-2004"
10,0,0,0,0.757879759848935,0.00831265331156013,0.277109154572258,0.0109581970226539,"right",TRUE,0.95,"log",0.741761134367843,0.774348646452324,"Kaplan-Meier","IncidentBreastCancer","Both","All","None",NA,"CPRDGold","2000-2004"
1,4305,1979,2217,0.737864323710649,0.00514053563345736,0.303482087065084,0.00695723890778317,"right",TRUE,0.95,"log",0.727857533995004,0.748008689580606,"Kaplan-Meier","IncidentColorectalCancer","Both","All","None",NA,"CPRDGold","2000-2004"
5,0,822,3483,0.470733085111051,0.0141904218105072,0.752331346234811,0.0299988334588934,"right",TRUE,0.95,"log",0.443726064707459,0.499383865503277,"Kaplan-Meier","IncidentColorectalCancer","Both","All","None",NA,"CPRDGold","2000-2004"
10,0,0,0,0.470733085111051,0.0141904218105072,0.752331346234811,0.0299988334588934,"right",TRUE,0.95,"log",0.443726064707459,0.499383865503277,"Kaplan-Meier","IncidentColorectalCancer","Both","All","None",NA,"CPRDGold","2000-2004"
1,643,1308,543,0.393116086896518,0.0109208370616748,0.931688952730784,0.0277276713805365,"right",TRUE,0.95,"log",0.372283922415225,0.415113972084095,"Kaplan-Meier","IncidentEsophagealCancer","Both","All","None",NA,"CPRDGold","2000-2004"
5,0,285,358,0.1376216020108,0.0147893669513857,1.97530138706738,0.105367342810612,"right",TRUE,0.95,"log",0.111484140992638,0.169886991740555,"Kaplan-Meier","IncidentEsophagealCancer","Both","All","None",NA,"CPRDGold","2000-2004"
10,0,0,0,0.1376216020108,0.0147893669513857,1.97530138706738,0.105367342810612,"right",TRUE,0.95,"log",0.111484140992638,0.169886991740555,"Kaplan-Meier","IncidentEsophagealCancer","Both","All","None",NA,"CPRDGold","2000-2004"
1,898,304,492,0.792971063545593,0.0107285322601349,0.231712739124172,0.0135157430567158,"right",TRUE,0.95,"log",0.772219876508703,0.814279879020366,"Kaplan-Meier","IncidentHeadNeckCancer","Both","All","None",NA,"CPRDGold","2000-2004"
5,0,143,755,0.516751764786435,0.0399583587111699,0.657027154107965,0.0755381364158499,"right",TRUE,0.95,"log",0.44408074059935,0.60131494567744,"Kaplan-Meier","IncidentHeadNeckCancer","Both","All","None",NA,"CPRDGold","2000-2004"
10,0,0,0,0.516751764786435,0.0399583587111699,0.657027154107965,0.0755381364158499,"right",TRUE,0.95,"log",0.44408074059935,0.60131494567744,"Kaplan-Meier","IncidentHeadNeckCancer","Both","All","None",NA,"CPRDGold","2000-2004"
1,63,197,72,0.315173039220897,0.0290772532588146,1.14660048714407,0.0916195726086268,"right",TRUE,0.95,"log",0.263038219622514,0.377641107799055,"Kaplan-Meier","IncidentLiverCancer","Both","All","None",NA,"CPRDGold","2000-2004"
5,0,21,42,0.132907281917865,0.0371397033870565,1.97681157386559,0.263587971926601,"right",TRUE,0.95,"log",0.0768578841659719,0.229831275977483,"Kaplan-Meier","IncidentLiverCancer","Both","All","None",NA,"CPRDGold","2000-2004"
10,0,0,0,0.132907281917865,0.0371397033870565,1.97681157386559,0.263587971926601,"right",TRUE,0.95,"log",0.0768578841659719,0.229831275977483,"Kaplan-Meier","IncidentLiverCancer","Both","All","None",NA,"CPRDGold","2000-2004"
1,1336,4287,1250,0.297004992583115,0.00615512173896222,1.2092561314516,0.0206698200240751,"right",TRUE,0.95,"log",0.285182897280269,0.309317166143396,"Kaplan-Meier","IncidentLungCancer","Both","All","None",NA,"CPRDGold","2000-2004"
5,0,651,685,0.0781907908540861,0.00766910525423482,2.5385513992472,0.0967806532401137,"right",TRUE,0.95,"log",0.0645160988148646,0.0947639408875542,"Kaplan-Meier","IncidentLungCancer","Both","All","None",NA,"CPRDGold","2000-2004"
10,0,0,0,0.0781907908540861,0.00766910525423482,2.5385513992472,0.0967806532401137,"right",TRUE,0.95,"log",0.0645160988148646,0.0947639408875542,"Kaplan-Meier","IncidentLungCancer","Both","All","None",NA,"CPRDGold","2000-2004"
1,174,927,213,0.209000437032269,0.0126722262146461,1.55802886505233,0.060390473214987,"right",TRUE,0.95,"log",0.185582357462872,0.235373573635189,"Kaplan-Meier","IncidentPancreaticCancer","Both","All","None",NA,"CPRDGold","2000-2004"
5,0,91,83,0.0437124775317224,0.0148642152425457,3.06970912823791,0.306263222894879,"right",TRUE,0.95,"log",0.022447008963732,0.085124066865595,"Kaplan-Meier","IncidentPancreaticCancer","Both","All","None",NA,"CPRDGold","2000-2004"
10,0,0,0,0.0437124775317224,0.0148642152425457,3.06970912823791,0.306263222894879,"right",TRUE,0.95,"log",0.022447008963732,0.085124066865595,"Kaplan-Meier","IncidentPancreaticCancer","Both","All","None",NA,"CPRDGold","2000-2004"
1,6136,919,3173,0.895387922899929,0.00330250620627888,0.110442751066066,0.00368672270079253,"right",TRUE,0.95,"log",0.888938469435445,0.901884168635669,"Kaplan-Meier","IncidentProstateCancer","Both","All","None",NA,"CPRDGold","2000-2004"
5,0,915,5221,0.615879069038106,0.013035462949985,0.484389391451045,0.0211212034822775,"right",TRUE,0.95,"log",0.590852714862432,0.641965447797863,"Kaplan-Meier","IncidentProstateCancer","Both","All","None",NA,"CPRDGold","2000-2004"
10,0,0,0,0.615879069038106,0.013035462949985,0.484389391451045,0.0211212034822775,"right",TRUE,0.95,"log",0.590852714862432,0.641965447797863,"Kaplan-Meier","IncidentProstateCancer","Both","All","None",NA,"CPRDGold","2000-2004"
1,324,709,278,0.385859107737049,0.0149305458567622,0.948961419016643,0.0385847466905388,"right",TRUE,0.95,"log",0.357677904678619,0.416260688949767,"Kaplan-Meier","IncidentStomachCancer","Both","All","None",NA,"CPRDGold","2000-2004"
5,0,133,191,0.115856709599855,0.0269521228489533,2.12664010746678,0.218602157038296,"right",TRUE,0.95,"log",0.0734350523832697,0.182784334233868,"Kaplan-Meier","IncidentStomachCancer","Both","All","None",NA,"CPRDGold","2000-2004"
