"time","n.risk","n.event","n.censor","surv","std.err","cumhaz","std.chaz","type","logse","conf.int","conf.type","lower","upper","Method","Cancer","Gender","Age","Stratification","GenderAge","Database","CalenderYearGp"
1,48,17,28,0.772792870868285,0.0492658136193896,0.255723222875972,0.0632323481556674,"right",TRUE,0.95,"log",0.682022517262914,0.875643847745024,"Kaplan-Meier","HeadNeckSubtypeCancerHypopharynx","Both","All","None",NA,"CPRDGold","2000-2004"
5,0,14,34,0.359424112971445,0.104131253584203,0.98350359778187,0.268037922339103,"right",TRUE,0.95,"log",0.203704069204527,0.634183173118662,"Kaplan-Meier","HeadNeckSubtypeCancerHypopharynx","Both","All","None",NA,"CPRDGold","2000-2004"
10,0,0,0,0.359424112971445,0.104131253584203,0.98350359778187,0.268037922339103,"right",TRUE,0.95,"log",0.203704069204527,0.634183173118662,"Kaplan-Meier","HeadNeckSubtypeCancerHypopharynx","Both","All","None",NA,"CPRDGold","2000-2004"
1,249,89,119,0.781268538265079,0.0207842605185239,0.245994958777692,0.0265189214051627,"right",TRUE,0.95,"log",0.74157594149136,0.823085667605851,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Both","All","None",NA,"CPRDGold","2000-2004"
5,0,36,213,0.556627266092385,0.0447177856341983,0.582174077523708,0.0792337123597305,"right",TRUE,0.95,"log",0.47553388170183,0.651549606199786,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Both","All","None",NA,"CPRDGold","2000-2004"
10,0,0,0,0.556627266092385,0.0447177856341983,0.582174077523708,0.0792337123597305,"right",TRUE,0.95,"log",0.47553388170183,0.651549606199786,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Both","All","None",NA,"CPRDGold","2000-2004"
1,14,10,12,0.68157268170426,0.0846967990544361,0.374946207697419,0.121490997480306,"right",TRUE,0.95,"log",0.534239695746071,0.869537258546092,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Both","All","None",NA,"CPRDGold","2000-2004"
5,0,3,11,0.464118540398615,0.130046379293174,0.729708112459324,0.258469626319091,"right",TRUE,0.95,"log",0.267991844159419,0.803778265034081,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Both","All","None",NA,"CPRDGold","2000-2004"
10,0,0,0,0.464118540398615,0.130046379293174,0.729708112459324,0.258469626319091,"right",TRUE,0.95,"log",0.267991844159419,0.803778265034081,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Both","All","None",NA,"CPRDGold","2000-2004"
1,17,19,13,0.527389683410551,0.0817151294548621,0.626655071239568,0.151452164741523,"right",TRUE,0.95,"log",0.389264006844788,0.714527604086408,"Kaplan-Meier","HeadNeckSubtypeCancerNasopharynx","Both","All","None",NA,"CPRDGold","2000-2004"
